trail_name,length,difficulty,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
canyon rims traverse,25.5,INTERMEDIATE,Moab,0.280172414,3,,1196,862,2,7,6339,5560,Unknown,Allowed
apex mine road,11.8,INTERMEDIATE,Santa Clara,0.279094828,3,,295,2408,4,19,4690,2560,Unknown,Unknown
comb wash road,5.2,INTERMEDIATE/DIFFICULT,Blanding,0.278017241,3,,1032,3,4,18,5893,4861,Unknown,Unknown
old highway 29 - joe's valley reservoir to skyline drive,13.3,INTERMEDIATE,Orangeville,0.276939655,3,,2978,70,4,18,10114,7205,Unknown,Allowed
losee canyon trail #33090,3.1,INTERMEDIATE/DIFFICULT,Panguitch,0.275862069,3,USFS - Dixie National Forest Office,544,0,3,8,7667,7122,Unknown,Unknown
fruit bowl,1.4,EASY/INTERMEDIATE,Moab,0.274784483,3,,0,142,2,5,5195,5052,Unknown,Unknown
la sal pass road,17.1,INTERMEDIATE,Moab,0.273706897,3,,3996,2538,7,20,10133,6327,Leashed,Allowed
vega creek trail (164),10.2,EASY/INTERMEDIATE,Monticello,0.27262931,3,,41,1653,3,17,7607,5994,Leashed,Not Allowed
bst: orem to provo canyon,3.3,EASY,Orem,0.271551724,3,"USFS - Uinta, Wasatch & Cache National Forests Office",422,37,3,15,5558,5156,Unknown,Unknown
green river daily,9.2,DIFFICULT,East Carbon City,0.270474138,3,,126,69,0,1,4167,4109,No Dogs,Allowed
chicken corners jeep road,4.6,EASY,Moab,0.269396552,3,,518,140,3,8,4475,4077,Leashed,Allowed
ruby rim loop 33072,2.6,INTERMEDIATE,Panguitch,0.268318966,3,,102,101,1,4,7739,7660,Unknown,Unknown
big bear geyser,2,EASY,Escalante,0.267241379,3,Utah DNR - Kodachrome Basin State Park,71,139,2,9,5843,5775,Unknown,Allowed
three mile canyon trail,3.1,DIFFICULT,Snyderville,0.266163793,3,Park City Municipal,462,220,4,17,6960,6503,Unknown,Unknown
where eagles dare (wed),1.4,EASY,Moab,0.265086207,3,BLM Utah - Moab Field Office,432,256,9,33,4859,4591,Leashed,Not Allowed
coldwater canyon trail,1.4,INTERMEDIATE,Ogden,0.264008621,3,"USFS - Uinta, Wasatch & Cache National Forests Office",974,29,13,29,5566,4621,Leashed,Unknown
fire break rd,5.2,INTERMEDIATE,Brigham City,0.262931034,3,Utah Department of Wildlife Resources - Brigham Face Wildlife Management Area,789,729,5,25,5212,4667,Off-leash,Unknown
pine creek trail,2.7,DIFFICULT,Liberty,0.261853448,3,,168,724,6,34,6397,5755,Unknown,Unknown
lame horse trail #055,2.5,INTERMEDIATE,Cedar Hills,0.260775862,3,"USFS - Uinta, Wasatch & Cache National Forests Office",1115,36,9,22,8095,6983,Unknown,Unknown
3d jeep road,4.8,DIFFICULT,Moab,0.259698276,3,BLM Utah - Moab Field Office,530,349,3,20,4802,4486,Leashed,Allowed
germania pass via east greeley,3.2,INTERMEDIATE,Alta,0.25862069,3,Alta Ski Area,1311,136,9,23,10543,9233,No Dogs,Unknown
race loop,1.5,INTERMEDIATE,Orem,0.257543103,3,,217,172,5,18,5326,5126,Unknown,Unknown
loafer mountain trail #098,5.7,INTERMEDIATE,Woodland Hills,0.256465517,3,"USFS - Uinta, Wasatch & Cache National Forests Office",3231,293,12,49,10642,7697,Unknown,Unknown
clark lake trail #141,2.3,INTERMEDIATE,Moab,0.255387931,3,USFS - Manti-La Sal National Forest,1164,0,10,31,9963,8799,Leashed,Not Allowed
rich trail #33092,2.2,EASY,Panguitch,0.254310345,3,,175,490,6,24,7868,7533,Unknown,Unknown
north river road,1.4,DIFFICULT,Willard,0.253232759,3,"Weber County Government, Ogden, UT - Parks",25,342,5,12,6079,5745,Leashed,Unknown
the bunker,4.3,DIFFICULT,Tooele,0.252155172,3,,1399,1,6,21,6291,4894,Unknown,Unknown
red ledges trail (019),5.2,EASY,Monticello,0.251077586,3,,663,1459,8,43,9605,8498,Leashed,Not Allowed
behind the rocks loop shortcut,1.8,INTERMEDIATE/DIFFICULT,Moab,0.25,3,,16,447,5,9,5722,5277,Unknown,Allowed
west mountain road,4.8,VERY DIFFICULT,Santa Clara,0.248922414,3,,1201,280,6,14,4735,3541,Unknown,Unknown
holman trail #039,5.2,INTERMEDIATE,Midway,0.247844828,3,"USFS - Uinta, Wasatch & Cache National Forests Office",337,3031,12,58,9462,6768,Unknown,Allowed
collins gulch road,2.7,DIFFICULT,Alta,0.246767241,3,,1823,0,13,28,10364,8541,No Dogs,Unknown
lariat,3,INTERMEDIATE,Monticello,0.245689655,3,,310,317,4,13,7210,7044,Unknown,Unknown
the avenues,1.4,EASY,Summit Park,0.244612069,3,,326,126,6,11,7242,6916,Unknown,Unknown
dowd mountain road #094,4.4,DIFFICULT,Manila,0.243534483,3,USFS - Ashley National Forest Office,390,232,3,7,7882,7514,Unknown,Unknown
jupiter peak road,1.2,INTERMEDIATE,Alta,0.242456897,3,,379,164,9,26,9968,9731,Unknown,Unknown
razorback wash #6,0.5,EASY,Cedar City,0.24137931,3,,162,3,6,16,6139,5979,Unknown,Unknown
blm 1101,1.3,DIFFICULT,Loa,0.240301724,3,BLM Utah - Henry Mountains Field Station,68,38,2,7,4424,4360,Unknown,Unknown
ireland,1,EASY,Orem,0.239224138,3,,602,0,11,23,6067,5465,Unknown,Unknown
willow hollow trail #159,1,INTERMEDIATE,Cedar Hills,0.238146552,3,"USFS - Uinta, Wasatch & Cache National Forests Office",0,448,8,17,8047,7599,Unknown,Allowed
tusher wash road,3.2,INTERMEDIATE,Moab,0.237068966,3,BLM Utah - Moab Field Office,62,249,2,12,4793,4605,Leashed,Allowed
cutler creek trail,0.8,INTERMEDIATE,North Ogden,0.235991379,3,,19,212,5,8,6154,5960,Leashed,Unknown
steel hollow,2.8,DIFFICULT,North Logan,0.234913793,3,"USFS - Uinta, Wasatch & Cache National Forests Office",1367,3,9,21,7327,5961,Unknown,Allowed
rademan ridge,1.4,DIFFICULT,Snyderville,0.233836207,3,Mountain Trails Foundation,195,137,5,18,6969,6787,Off-leash,Unknown
corkscrew,0.6,EASY,Alpine,0.232758621,3,,246,28,8,20,5421,5174,Unknown,Unknown
silver summit neighborhood path,1.9,INTERMEDIATE,Snyderville,0.231681034,3,Park City Municipal,15,78,1,5,6508,6439,Unknown,Unknown
observation point trail,1.1,INTERMEDIATE,Junction,0.230603448,3,Eagle Point Ski Resort,170,182,6,17,10325,10143,Off-leash,Unknown
bull run connector,0.9,INTERMEDIATE,Moab,0.229525862,3,Moab Trail Mix,116,8,3,7,5473,5364,Leashed,Unknown
sunrise drive,1.4,INTERMEDIATE,Summit Park,0.228448276,3,,611,6,8,21,7639,7028,Unknown,Unknown
forest road 0041,9.1,INTERMEDIATE,Orangeville,0.22737069,3,,202,2005,5,14,9022,7038,Unknown,Allowed
trail 51,2,EASY/INTERMEDIATE,Lindon,0.226293103,3,,534,221,7,16,6556,6082,Unknown,Unknown
ruby rim b loop 33072b,0.9,INTERMEDIATE,Panguitch,0.225215517,3,,49,51,2,7,7768,7719,Unknown,Unknown
la dee duh,0.9,VERY DIFFICULT,Park City,0.224137931,3,Mountain Trails Foundation,57,15,2,4,6880,6827,Leashed,Unknown
blind hollow trail,3.5,INTERMEDIATE,Smithfield,0.223060345,3,"USFS - Uinta, Wasatch & Cache National Forests Office",0,1883,10,22,7666,5783,Unknown,Unknown
7-up to rocky tops connector,0.5,INTERMEDIATE,Moab,0.221982759,3,,79,22,4,15,5122,5043,Leashed,Unknown
hi hunt #228 (big flat to three creeks),2.7,INTERMEDIATE,Junction,0.220905172,3,USFS - Fishlake National Forest Office,54,1220,9,32,10074,8859,Off-leash,Unknown
bovine,1.4,INTERMEDIATE,Ephraim,0.219827586,3,,31,585,8,35,8429,7861,Unknown,Unknown
betty,1.2,INTERMEDIATE,Orem,0.21875,3,,567,0,9,19,6111,5544,Off-leash,Unknown
red atv trail #8,0.7,INTERMEDIATE,Cedar City,0.217672414,3,,234,20,7,14,6415,6181,Unknown,Unknown
lousy jim creek trail #163,1.2,INTERMEDIATE,Beaver,0.216594828,3,,0,509,8,10,9412,8903,Off-leash,Unknown
slickrock spur trail,0.3,INTERMEDIATE,Moab,0.215517241,3,,29,5,2,13,4626,4597,Unknown,Allowed
sidestep (south),0.7,INTERMEDIATE,Moab,0.214439655,3,Moab Trail Mix,75,133,6,11,4965,4833,Leashed,Not Allowed
fr 81,4.4,EASY,Parowan,0.213362069,3,USFS - Dixie National Forest Office,120,869,4,9,9143,8366,Leashed,Unknown
dalton well (bushy basin) connector,0.7,INTERMEDIATE,Moab,0.212284483,3,Moab Trails Alliance,16,0,0,1,4421,4405,Leashed,Allowed
backslide,0.9,DIFFICULT,Snyderville,0.211206897,3,Mountain Trails Foundation,126,192,6,16,7047,6858,Off-leash,Unknown
old trench road #181,2.1,EASY/INTERMEDIATE,Midway,0.21012931,3,"USFS - Uinta, Wasatch & Cache National Forests Office",77,861,9,39,9467,8683,Unknown,Allowed
high grade,0.4,DIFFICULT,Leeds,0.209051724,3,Trail Alliance of Southern Utah (TASU),85,15,4,13,3125,3042,Unknown,Unknown
ben's switchbacks,0.5,INTERMEDIATE,Carbonville,0.207974138,3,BLM Utah-Price Field Office,191,0,7,14,6278,6088,Unknown,Unknown
crank,1.2,INTERMEDIATE,Lindon,0.206896552,3,,467,10,8,15,6176,5719,Unknown,Unknown
mouse climb,0.8,INTERMEDIATE,Lindon,0.205818966,3,,0,390,10,26,6108,5718,Unknown,Unknown
fox tail,0.8,INTERMEDIATE,Park City,0.204741379,3,Mountain Trails Foundation,125,110,6,13,7191,7089,Unknown,Not Allowed
buckle,0.8,INTERMEDIATE,Lindon,0.203663793,3,,213,9,5,19,6337,6133,Unknown,Unknown
maid marian,1.4,INTERMEDIATE,Lindon,0.202586207,3,,167,207,5,13,6607,6409,Unknown,Unknown
frank young canyon trail #97,1.3,INTERMEDIATE,Woodland Hills,0.201508621,3,"USFS - Uinta, Wasatch & Cache National Forests Office",0,295,4,10,8465,8170,Off-leash,Allowed
blackbird,0.6,INTERMEDIATE,Lindon,0.200431034,3,,34,108,4,9,5752,5644,Unknown,Unknown
west ridge,1.2,INTERMEDIATE,Lindon,0.199353448,3,,443,45,8,19,6331,5933,Unknown,Unknown
hidden oak trail (lower),0.3,INTERMEDIATE,Salem,0.198275862,3,,133,0,9,39,5408,5275,Unknown,Unknown
prayer circle,0.6,INTERMEDIATE,Lindon,0.197198276,3,,150,40,6,12,6589,6449,Unknown,Unknown
rawhide,0.5,INTERMEDIATE,Herriman,0.19612069,3,,187,0,7,11,6222,6035,Unknown,Unknown
411,0.5,INTERMEDIATE/DIFFICULT,Eagle Mountain,0.195043103,3,,138,2,6,10,5604,5467,Unknown,Unknown
the water's way out,1.4,INTERMEDIATE/DIFFICULT,Moab,0.193965517,3,,86,23,2,5,5327,5245,Off-leash,Allowed
mesa road,5.2,EASY/INTERMEDIATE,Springdale,0.192887931,2.7,Trail Alliance of Southern Utah (TASU),297,165,2,5,5080,4812,Off-leash,Unknown
lakeside trail,2.9,DIFFICULT,Syracuse,0.191810345,2.7,Utah State Parks,103,110,1,6,4281,4216,Unknown,Allowed
behind the rocks road,14.5,INTERMEDIATE/DIFFICULT,Moab,0.190732759,2.6,Moab Trails Alliance,679,1682,3,12,5539,4524,Leashed,Allowed
boy scout loop,0.7,EASY/INTERMEDIATE,Hurricane,0.189655172,2.8,,79,89,5,13,3137,3053,Unknown,Unknown
chop'd coyote,4.8,EASY,Heber,0.188577586,2.8,Wasatch Trails Alliance,1167,90,5,14,7350,6273,Unknown,Unknown
landslide,1.7,EASY,Ferron,0.1875,2.8,Utah State Parks,120,122,3,7,5150,5032,No Dogs,Allowed
grapevine,1,INTERMEDIATE/DIFFICULT,Washington,0.186422414,2.6,Trail Alliance of Southern Utah (TASU),193,0,4,7,3275,3083,Unknown,Unknown
white reef trail,1.8,INTERMEDIATE,Leeds,0.185344828,2.7,Trail Alliance of Southern Utah (TASU),265,6,3,7,3332,3067,Unknown,Unknown
wagonwheel trail (168),3.3,DIFFICULT,Monticello,0.184267241,2.7,USFS - Manti-La Sal National Forest Office,139,743,5,24,8743,8139,Unknown,Unknown
little cottonwood spring trail,4.9,INTERMEDIATE/DIFFICULT,Hyde Park,0.183189655,2.7,"USFS - Uinta, Wasatch & Cache National Forests Office",267,1452,7,27,6908,5513,Unknown,Unknown
goldfinger,1.2,EASY,Snyderville,0.182112069,2.7,Mountain Trails Foundation,404,0,6,11,8308,7904,Unknown,Unknown
barrel trail,0.4,INTERMEDIATE/DIFFICULT,Santa Clara,0.181034483,2.7,,0,46,2,4,2985,2939,Unknown,Unknown
aqueduct trail,2.7,DIFFICULT,Draper,0.179956897,2.5,"City of Draper, UT - Parks and Trails",200,269,3,16,5058,4857,Unknown,Unknown
24-hours of moab,10.9,INTERMEDIATE/DIFFICULT,Moab,0.17887931,2.4,BLM Utah - Moab Field Office,873,972,3,19,5768,5176,Leashed,Allowed
gold bar rim road,3.8,DIFFICULT,Moab,0.177801724,2.3,BLM Utah - Moab Field Office,1077,210,6,23,5455,4581,Leashed,Allowed
zion curtain,13.5,EASY,Moab,0.176724138,2.5,,1338,1334,4,20,5412,4502,Leashed,Allowed
red butte skyline trail (rough riders),1.3,INTERMEDIATE,Salt Lake City,0.175646552,2.5,"USFS - Uinta, Wasatch & Cache National Forests Office",363,344,10,28,5508,5160,Unknown,Allowed
dalton wells road,1.9,INTERMEDIATE/DIFFICULT,Moab,0.174568966,2.5,Moab Trails Alliance,57,24,1,3,4449,4398,Leashed,Allowed
spring drive,8.6,INTERMEDIATE,Toquerville,0.173491379,2.5,BLM Utah - St. George Field Office,1667,872,6,18,4344,3387,Unknown,Unknown
pack creek road,5.5,INTERMEDIATE,Moab,0.172413793,2.5,,1743,11,6,14,7462,5721,Leashed,Not Allowed
lockhart canyon,5.5,INTERMEDIATE,Moab,0.171336207,2.5,,36,293,1,6,4201,3944,No Dogs,Unknown
timpanogos path,1.5,INTERMEDIATE,Orem,0.170258621,2.5,,640,17,8,17,5536,4913,Unknown,Unknown
flat iron mesa 4x4 trail,14.9,INTERMEDIATE,Moab,0.169181034,2.5,,810,1373,3,18,5930,5345,Unknown,Allowed
fr 0071,5.5,EASY/INTERMEDIATE,Moab,0.168103448,2.5,USFS - Manti-La Sal National Forest,60,1624,6,14,10541,8975,Leashed,Not Allowed
round valley express,2.6,EASY,Snyderville,0.167025862,2.5,Mountain Trails Foundation,338,127,3,7,6920,6582,Off-leash,Unknown
great western trail: little baldy,4.3,INTERMEDIATE,Pleasant Grove,0.165948276,3,,3,2430,11,18,7985,5558,Unknown,Unknown
pipeline,1.2,EASY/INTERMEDIATE,Park City,0.16487069,2.5,,16,395,6,17,7435,7056,Unknown,Unknown
canyon gateway trail,0.9,INTERMEDIATE,North Logan,0.163793103,2.5,,82,53,3,6,4753,4689,Unknown,Unknown
gambel oak,1,EASY,Park City,0.162715517,2.5,Mountain Trails Foundation,302,26,7,11,7538,7236,Unknown,Unknown
anasazi,0.5,EASY/INTERMEDIATE,Leeds,0.161637931,2.5,,92,33,5,15,3267,3180,Off-leash,Unknown
white pine basin,2.3,EASY/INTERMEDIATE,Wolf Creek,0.160560345,2.5,Powder Mountain Ski Resort,301,276,5,13,8666,8373,Unknown,Unknown
valderoad,1.2,DIFFICULT,Snyderville,0.159482759,2.5,Mountain Trails Foundation,150,112,4,14,6939,6799,Leashed,Unknown
outlook,0.5,EASY/INTERMEDIATE,Park City,0.158405172,2.5,,83,31,4,10,7711,7629,Unknown,Unknown
zephyr,4.1,INTERMEDIATE,Moab,0.157327586,2.1,National Park Service - Arches National Park,104,216,1,6,4498,4291,Leashed,Not Allowed
poison spider mesa jeep road,9.2,DIFFICULT,Moab,0.15625,2.3,,1098,467,3,16,4862,4018,Leashed,Allowed
cove wash west,4.3,INTERMEDIATE,Santa Clara,0.155172414,2.3,,601,84,3,14,3651,3052,Unknown,Unknown
virgin river rim trail: te-ah campground to woods ranch,10.6,INTERMEDIATE,Parowan,0.154094828,2.3,USFS - Dixie National Forest Office,650,1609,4,10,9408,8212,Unknown,Unknown
prospector (low),0.9,EASY/INTERMEDIATE,Moab,0.153017241,2.3,,107,87,4,18,4112,4035,Leashed,Not Allowed
baby steps loop 4x4,5.7,INTERMEDIATE/DIFFICULT,Moab,0.151939655,2.3,Moab Trails Alliance,688,432,4,17,5244,4925,Leashed,Allowed
south canyon,6.8,INTERMEDIATE/DIFFICULT,Snyderville,0.150862069,2.3,Basin Recreation,504,573,3,10,6903,6498,Unknown,Unknown
soldier hollow loop,8.8,INTERMEDIATE,Midway,0.149784483,2.2,Utah State Parks,1148,1154,5,18,6126,5539,Unknown,Allowed
steps,1,VERY DIFFICULT,Park City,0.148706897,2.3,,67,427,9,30,8719,8326,Unknown,Unknown
bear trap pass,1.4,EASY/INTERMEDIATE,Tooele,0.14762931,2.3,,15,914,13,24,7009,6110,Leashed,Unknown
queen bess (connector),0.7,INTERMEDIATE/DIFFICULT,Alta,0.146551724,2.3,,256,31,8,14,8287,8030,No Dogs,Unknown
logan dry canyon trail #16,4.9,DIFFICULT,River Heights,0.145474138,2.3,"USFS - Uinta, Wasatch & Cache National Forests Office",3260,64,13,32,8352,5156,Off-leash,Unknown
raptor road,2.4,EASY/INTERMEDIATE,Alta,0.144396552,2,,721,47,6,18,8780,8106,No Dogs,Unknown
willow springs (arches loop),1.7,EASY/INTERMEDIATE,Moab,0.143318966,2.3,Moab Trails Alliance,254,2,3,8,4609,4355,Leashed,Allowed
aspen flat trail (018),5.5,DIFFICULT,Monticello,0.142241379,2,,1552,730,8,32,9460,8455,Leashed,Not Allowed
lower tushar ridge (pst 27),3.3,INTERMEDIATE,Junction,0.141163793,2,USFS - Fishlake National Forest Office,1,855,5,13,9673,8818,Off-leash,Unknown
sid's (swasey's) leap,13.2,EASY/INTERMEDIATE,Ferron,0.140086207,2,,124,1597,2,9,6514,5009,No Dogs,Unknown
rusty nail,1.9,DIFFICULT,Moab,0.139008621,2,BLM Utah - Moab Field Office,576,186,7,29,5132,4556,Leashed,Unknown
7-up access,1.3,INTERMEDIATE/DIFFICULT,Moab,0.137931034,2,Moab Mountain Bike Association,97,106,3,6,5165,5065,Leashed,Unknown
baby steps loop,2.1,INTERMEDIATE,Moab,0.136853448,2,Moab Trails Alliance,31,342,3,8,4945,4604,Leashed,Allowed
adobe,1.7,INTERMEDIATE/DIFFICULT,Moab,0.135775862,2,,153,197,4,13,4531,4398,Leashed,Not Allowed
ridge trail,2.1,EASY,Tooele,0.134698276,2,,957,191,11,46,7211,6254,Leashed,Unknown
left hand fork trail,0.6,DIFFICULT,Tooele,0.13362069,2,,273,0,8,13,5742,5469,Leashed,Unknown
wagon wheel to fr0087,0.9,EASY,Monticello,0.132543103,2,USFS - Manti-La Sal National Forest Office,462,0,9,18,8981,8519,Leashed,Not Allowed
jeremy ranch road,7.5,INTERMEDIATE,Summit Park,0.131465517,2,Basin Recreation,158,567,2,5,6224,5801,Unknown,Unknown
golden spike jeep road,6.9,INTERMEDIATE/DIFFICULT,Moab,0.130387931,1.7,BLM Utah - Moab Field Office,548,1347,5,19,5419,4590,Leashed,Allowed
casto canyon trail #33089,5.6,INTERMEDIATE,Panguitch,0.129310345,2,USFS - Dixie National Forest Office,779,0,3,6,7858,7079,Unknown,Unknown
avon liberty road,4.1,INTERMEDIATE,Liberty,0.128232759,2,"Weber County Government, Ogden, UT - Parks",1061,215,6,11,6484,5428,Off-leash,Unknown
white crack,1.4,INTERMEDIATE,Moab,0.127155172,2,,90,17,1,4,5221,5140,No Dogs,Unknown
taylor canyon road,5.2,EASY,Moab,0.126077586,2,,259,45,1,4,4224,3979,No Dogs,Unknown
albion basin summer road,2.9,INTERMEDIATE,Alta,0.125,2,Alta Ski Area,796,4,5,11,9550,8758,No Dogs,Unknown
jackass benches,4.9,VERY DIFFICULT,Ferron,0.123922414,2,,84,521,2,5,6094,5593,Unknown,Unknown
gravel road,0.8,EASY,Park City,0.122844828,2,Mountain Trails Foundation,22,112,3,12,8797,8707,Unknown,Unknown
brighton lakes trail,1.9,EASY,Alta,0.121767241,2,,309,599,9,18,9752,9299,Unknown,Unknown
silver quinns,2.3,EASY,Park City,0.120689655,2,Mountain Trails Foundation,74,138,2,5,6745,6634,Off-leash,Unknown
s losee canyon road,3.3,EASY,Panguitch,0.119612069,2,USFS Dixie National Forest - Powell Ranger District,268,169,3,8,7163,6951,Unknown,Unknown
hat trick,1.3,DIFFICULT,Park City,0.118534483,2,Mountain Trails Foundation,25,124,2,4,6787,6678,Unknown,Unknown
gad valley/gad ii trail,2.5,INTERMEDIATE,Alta,0.117456897,2,,1340,62,11,25,9961,8682,No Dogs,Unknown
creek road,1.3,INTERMEDIATE,Alta,0.11637931,2,,432,0,6,14,8204,7772,No Dogs,Unknown
bartlett wash road,6.3,INTERMEDIATE,Moab,0.115301724,2,BLM Utah - Moab Field Office,722,91,2,13,5253,4622,Leashed,Allowed
camp jackson trail (016),4.1,INTERMEDIATE,Blanding,0.114224138,2,USFS - Manti-La Sal National Forest Office,1267,444,8,30,9217,7950,Leashed,Not Allowed
long loop trail,0.8,DIFFICULT,Willard,0.113146552,2,,201,22,6,14,6290,6110,Leashed,Not Allowed
flying monkey access,1,INTERMEDIATE,Toquerville,0.112068966,2,BLM Utah - St. George Field Office,0,140,3,5,5044,4904,Unknown,Unknown
gwt big water to guardsman road #1900g6,1.9,VERY DIFFICULT,Alta,0.110991379,2,,0,1374,13,36,10213,8839,Unknown,Unknown
hidden canyon rim rd,7.6,DIFFICULT,Moab,0.109913793,2,BLM Utah - Moab Field Office,326,802,3,21,5529,4805,Leashed,Allowed
chimney park / horse flat trail (010),5.1,VERY DIFFICULT,Blanding,0.108836207,2,,2120,60,8,29,8425,6364,Leashed,Not Allowed
middleton powerline,3.6,INTERMEDIATE,Saint George,0.107758621,2,Red Cliffs Desert Reserve,250,425,4,14,3379,3113,Unknown,Unknown
road 5113/0172,3.7,EASY,Monticello,0.106681034,2,USFS - Manti-La Sal National Forest Office,922,599,8,15,9322,8400,Leashed,Not Allowed
rubble hill (behind the rocks - hwy 191 connector),0.8,INTERMEDIATE/DIFFICULT,Moab,0.105603448,2,BLM Utah - Moab Field Office,334,2,8,17,5596,5262,Unknown,Allowed
sevier bike path,11.3,INTERMEDIATE,Monroe,0.104525862,2,,403,150,1,4,5580,5327,Off-leash,Allowed
gooseberry trail (445),3.2,EASY,Monticello,0.103448276,2,,51,1146,7,28,8575,7430,Unknown,Unknown
hodges canyon road,3.2,DIFFICULT,Richmond,0.10237069,2,,39,757,5,19,6697,5980,Unknown,Unknown
fs road 30650a,2,EASY,Panguitch,0.101293103,2,USFS Dixie National Forest - Powell Ranger District,31,104,1,4,7779,7681,Unknown,Unknown
fast pitch,1.3,INTERMEDIATE,Park City,0.100215517,2,Mountain Trails Foundation,15,136,2,5,6814,6693,Leashed,Unknown
sevenmile rim-cotter mine connector,3.5,INTERMEDIATE,Moab,0.099137931,2,BLM Utah - Moab Field Office,52,743,4,18,5281,4591,Leashed,Allowed
rothman way,1.4,INTERMEDIATE,Alta,0.098060345,2,,754,0,10,27,9027,8273,No Dogs,Unknown
ruby rim a loop 33072a,1.5,INTERMEDIATE,Panguitch,0.096982759,2,,128,108,3,13,7845,7721,Unknown,Unknown
lower village trail,1,EASY,Park City,0.095905172,2,,2,437,8,14,7051,6616,Unknown,Unknown
little stick,1,INTERMEDIATE,Park City,0.094827586,2,,2,615,12,25,8060,7447,Unknown,Unknown
college connector,1.5,INTERMEDIATE,Heber,0.09375,2,"USFS - Uinta, Wasatch & Cache National Forests Office",479,0,6,9,6272,5793,Unknown,Unknown
west wagon road loop trail,1.3,INTERMEDIATE,Monticello,0.092672414,2,USFS - Manti-La Sal National Forest Office,322,56,5,14,8604,8287,Leashed,Not Allowed
long valley,1.3,INTERMEDIATE,Moab,0.091594828,2,Moab Trails Alliance,269,0,4,10,4696,4427,Leashed,Allowed
gap,1.2,INTERMEDIATE,Park City,0.090517241,2,,226,299,8,21,7610,7328,Unknown,Unknown
upper village trail,0.8,DIFFICULT,Park City,0.089439655,2,,18,286,7,13,7338,7059,Unknown,Unknown
reservoir canyon trail (008),1.8,INTERMEDIATE,Monticello,0.088362069,2,,989,0,11,30,7491,6502,Leashed,Not Allowed
gap bypass,0.4,INTERMEDIATE,Park City,0.087284483,2,,52,6,3,19,7326,7280,Unknown,Unknown
red ledges access trail (160),0.8,EASY,Monticello,0.086206897,2,,26,211,6,14,9136,8925,Leashed,Not Allowed
flat iron mesa 4x4 jeep road alternate,2.4,INTERMEDIATE,Moab,0.08512931,2,,423,0,3,7,5894,5471,Unknown,Allowed
forest road 0170,2.9,INTERMEDIATE,Orangeville,0.084051724,2,Mountain Trails Foundation,206,41,2,9,7201,7017,Unknown,Allowed
forest road 0005,1.8,INTERMEDIATE,Ephraim,0.082974138,2,Mountain Trails Foundation,288,223,5,11,8902,8638,Unknown,Allowed
mid gap,0.6,INTERMEDIATE,Park City,0.081896552,2,,110,32,4,12,7424,7327,Unknown,Unknown
fs rd 0354,1.8,INTERMEDIATE,Monticello,0.080818966,2,USFS - Manti-La Sal National Forest,653,0,7,14,10328,9676,Leashed,Not Allowed
flat iron mesa 4x4 jeep road spur,1.6,INTERMEDIATE,Moab,0.079741379,2,,168,42,3,9,5884,5757,Unknown,Allowed
flat iron mesa 4x4 jeep road spur,2,INTERMEDIATE,Moab,0.078663793,2,,54,70,1,2,5587,5530,Unknown,Allowed
flat iron mesa 4x4 jeep road spur,1.5,VERY DIFFICULT,Moab,0.077586207,2,,2,336,4,9,5550,5216,Unknown,Allowed
old spanish trail cut-off,3.3,INTERMEDIATE/DIFFICULT,Moab,0.076508621,2,,48,439,3,10,5546,5115,Unknown,Allowed
pipeline (flat iron safari route),7.7,EASY/INTERMEDIATE,Moab,0.075431034,2,,239,1114,3,35,6075,5058,Unknown,Allowed
mineral fork trail,5.2,INTERMEDIATE,Alta,0.074353448,1.8,"USFS - Uinta, Wasatch & Cache National Forests Office",3455,15,13,53,10178,6738,No Dogs,Unknown
