trail_name,length,difficulty,trail_link,longitude,latitude,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Saguaro Trail,0.4,EASY,https://www.mtbproject.com/trail/6535193/saguaro-trail,33.499564,-111.676634,Fountain Hills,0.15078534,2,Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,66,0,3,10,1785,1719,Unknown,Not Allowed
Valle Verde Trail,1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4904320/valle-verde-trail,33.738771,-112.079375,Anthem,0.14973822,2,Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,130,12,3,12,1874,1744,Unknown,Unknown
West Spruce Trail #264,8.6,DIFFICULT,https://www.mtbproject.com/trail/7012710/west-spruce-trail-264,34.510497,-112.557351,Prescott,0.148691099,2,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,1180,2790,9,27,7052,5049,Unknown,Unknown
Arrowhead Point (H2),1.5,VERY DIFFICULT,https://www.mtbproject.com/trail/7000561/arrowhead-point-h2,33.691875,-112.184397,Glendale,0.147643979,2,,,,,357,382,9,18,1834,1453,Leashed,Unknown
Pipeline Trail,3,EASY,https://www.mtbproject.com/trail/842425/pipeline-trail,35.226233,-111.589587,Flagstaff,0.146596859,2,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,405,77,3,10,7207,6880,Unknown,Unknown
BCT: Carefree Highway to New River,10.6,INTERMEDIATE,https://www.mtbproject.com/trail/7045208/bct-carefree-highway-to-new-river,33.805013,-112.169782,Anthem,0.145549738,2,,,,,554,120,1,7,2052,1618,Unknown,Allowed
Bunny - Cactus Connector,1,EASY,https://www.mtbproject.com/trail/7056289/bunny-cactus-connector,32.144869,-110.784903,Tanque Verde,0.144502618,2,,,,,0,30,1,1,2871,2841,Unknown,Not Allowed
Sunrise Trail,0.7,INTERMEDIATE,https://www.mtbproject.com/trail/7000789/sunrise-trail,33.602623,-111.810465,Peoria,0.143455497,2,Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Glendale,http://www.glendaleaz.com/parksandrecreation/thunderbirdpark.cfm,97,128,6,15,1470,1342,Unknown,Unknown
Hawk's Nest,0.4,INTERMEDIATE,https://www.mtbproject.com/trail/4903675/hawks-nest,33.741168,-112.097171,Anthem,0.142408377,2,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,203,0,10,19,1820,1617,Unknown,Unknown
Sparrow,1.6,DIFFICULT,https://www.mtbproject.com/trail/7012580/sparrow,34.512444,-112.533743,Prescott,0.141361257,2,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,604,0,7,16,6878,6274,Unknown,Unknown
Middlemarch Canyon Trail #277,2.6,DIFFICULT,https://www.mtbproject.com/trail/7021270/middlemarch-canyon-trail-277,31.912223,-109.963367,Saint David,0.140314136,2,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,,,678,388,8,31,5833,5155,Unknown,Unknown
Lizardhead Trail,0.7,INTERMEDIATE,https://www.mtbproject.com/trail/4943336/lizardhead-trail,34.881551,-111.820238,West Sedona,0.139267016,2,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,67,27,2,9,4659,4604,Unknown,Unknown
No-So,1.1,EASY,https://www.mtbproject.com/trail/4210478/no-so,33.465368,-111.607086,Apache Junction,0.138219895,2,Maricopa County Parks,http://www.maricopa.gov/parks/,,,0,120,2,4,1891,1771,Unknown,Allowed
Willow Springs Trail Head,1.2,EASY,https://www.mtbproject.com/trail/7014159/willow-springs-trail-head,34.311975,-110.889171,Star Valley,0.137172775,2,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,76,41,2,6,7588,7535,Leashed,Unknown
Poker Trail,0.3,DIFFICULT,https://www.mtbproject.com/trail/2149341/poker-trail,35.25751,-111.671028,Flagstaff,0.136125654,2,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,76,1,5,12,7475,7399,Unknown,Allowed
Upper Teacup,0.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7038655/upper-teacup,34.879767,-111.794618,West Sedona,0.135078534,2,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,80,0,5,9,4772,4691,Unknown,Unknown
Scrambler,1.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7011820/scrambler,32.792635,-114.475317,Fortuna Foothills,0.134031414,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,86,190,4,12,493,349,Unknown,Unknown
Ball Field Loop Trail,0.5,EASY,https://www.mtbproject.com/trail/7010165/ball-field-loop-trail,32.367857,-111.049843,Tortolita,0.132984293,2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,17,14,1,2,2379,2362,Unknown,Unknown
Marker 1 - Marker 4 - Anklam Access,0.2,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7035692/marker-1-marker-4-anklam-access,32.228368,-111.025616,South Tucson,0.131937173,2,,,,,16,3,1,3,2498,2482,Leashed,Unknown
Marker 8 - Marker 27,0.3,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7035755/marker-8-marker-27,32.23178,-111.024124,Flowing Wells,0.130890052,2,,,,,74,1,5,7,2513,2439,Off-leash,Unknown
Elephant Head Trail,11.7,DIFFICULT,https://www.mtbproject.com/trail/7000047/elephant-head-trail,31.674423,-110.949663,Tubac,0.129842932,2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,1525,1697,5,19,4670,3576,Unknown,Unknown
Coconino Rim Road/FS-310,20.1,EASY,https://www.mtbproject.com/trail/7022882/coconino-rim-roadfs-310,35.968174,-111.972197,Grand Canyon,0.128795812,2,USFS - Kaibab National Forest Office,http://www.fs.usda.gov/kaibab,,,387,822,1,5,7533,7036,Unknown,Unknown
Forest Road 418,11.5,EASY,https://www.mtbproject.com/trail/7000140/forest-road-418,35.375208,-111.596396,Flagstaff,0.127748691,2,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,1274,705,3,11,8498,7377,Unknown,Unknown
Garden Canyon Linear Park Trail,2.7,INTERMEDIATE,https://www.mtbproject.com/trail/4938246/garden-canyon-linear-park-trail,31.510643,-110.259173,Sierra Vista,0.126701571,2,,,,,138,47,1,3,4746,4608,Unknown,Unknown
Moab,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/7011771/moab,32.754673,-114.488828,Yuma,0.12565445,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,250,4,2,7,447,201,Unknown,Unknown
Mohave Wash Path,4,EASY,https://www.mtbproject.com/trail/7040848/mohave-wash-path,35.218557,-114.03154,Kingman,0.12460733,2,City of Kingman,http://www.cityofkingman.gov/,,,0,107,1,1,3422,3315,Leashed,Unknown
Hidden Canyon Trail,1.5,VERY DIFFICULT,https://www.mtbproject.com/trail/7056939/hidden-canyon-trail,32.216885,-111.050023,Tucson Estates,0.123560209,2,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,,,346,271,8,17,3087,2741,Unknown,Not Allowed
Old Senator Road,2.5,EASY,https://www.mtbproject.com/trail/7012673/old-senator-road,34.522836,-112.460683,Prescott,0.122513089,2,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,325,115,3,7,6024,5760,Unknown,Unknown
Las Lomitas Trail,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/7024780/las-lomitas-trail,33.338036,-112.086553,Laveen,0.121465969,2,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,93,243,3,9,1574,1363,Leashed,Allowed
Desert Iguana (H-5),1,EASY,https://www.mtbproject.com/trail/7000753/desert-iguana-h-5,33.694139,-112.201933,Peoria,0.120418848,2,Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,City of Glendale,http://www.glendaleaz.com/parksandrecreation/thunderbirdpark.cfm,113,47,3,7,1407,1339,Leashed,Unknown
Kofa Queen Canyon Road,5,INTERMEDIATE,https://www.mtbproject.com/trail/7022919/kofa-queen-canyon-road,33.371531,-114.164239,Quartzsite,0.119371728,2,,,,,746,25,3,11,2283,1537,Unknown,Unknown
Canal Route,3.6,EASY,https://www.mtbproject.com/trail/7014927/canal-route,32.758828,-114.496149,Yuma,0.118324607,2,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,,,180,84,1,8,298,178,Unknown,Unknown
GOAT Trail,0.6,DIFFICULT,https://www.mtbproject.com/trail/7057005/goat-trail,33.319294,-112.047907,Apache Junction,0.117277487,2,Hawes Trail Alliance,https://www.mtbproject.com/club/7000810/hawes-trail-alliance,,,158,179,10,26,2639,2484,Unknown,Unknown
Kiko Fitness Trail,2.7,EASY,https://www.mtbproject.com/trail/7052125/kiko-fitness-trail,33.041811,-109.300689,Clifton,0.116230366,2,,,,,360,14,3,9,3951,3596,Leashed,Allowed
Trail 391 - High Valley Ranch Trail,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7002332/trail-391-high-valley-ranch-trail,34.516589,-112.520852,Prescott,0.115183246,2,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,288,29,6,15,6317,6035,Leashed,Unknown
Inner Basin Trail (Upper),1.1,INTERMEDIATE,https://www.mtbproject.com/trail/7000228/inner-basin-trail-upper,35.346211,-111.64389,Flagstaff,0.114136126,2,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,543,0,10,21,9967,9425,Unknown,Unknown
Forest Road 552,3.6,EASY,https://www.mtbproject.com/trail/7000139/forest-road-552,35.35652,-111.623094,Flagstaff,0.113089005,2,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,0,1032,5,13,8631,7599,Unknown,Unknown
Rasmussen Road Extended (8112),4.1,EASY,https://www.mtbproject.com/trail/7057122/rasmussen-road-extended-8112,32.400947,-112.932164,Ajo,0.112041885,2,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,187,51,1,3,1758,1586,Unknown,Unknown
Shake Spring Trail,4.5,DIFFICULT,https://www.mtbproject.com/trail/7000935/shake-spring-trail,32.591825,-109.851149,Swift Trail Junction,0.110994764,2,,,,,3098,4,13,33,8805,5711,Unknown,Unknown
Parking Lot Trail,1,EASY,https://www.mtbproject.com/trail/7025310/parking-lot-trail,33.389872,-111.424342,Apache Junction,0.109947644,2,AZ State Land Department,http://www.azland.gov/,,,0,119,2,4,2084,1965,Unknown,Unknown
Bismark Lake Trail,0.8,EASY,https://www.mtbproject.com/trail/940180/bismark-lake-trail,35.363202,-111.734548,Flagstaff,0.108900524,2,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,196,0,4,10,8792,8596,Unknown,Unknown
Darby Well Road,2,EASY,https://www.mtbproject.com/trail/7025525/darby-well-road,32.339301,-112.849465,Ajo,0.107853403,2,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,3,91,1,1,1805,1717,Off-leash,Unknown
Collar Bone,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/7039477/collar-bone,33.95517,-109.558954,Eagar,0.106806283,2,,,,,0,858,9,12,10655,9798,No Dogs,Unknown
Fungus Trail,1.6,DIFFICULT,https://www.mtbproject.com/trail/7039481/fungus-trail,33.956012,-109.560625,Eagar,0.105759162,2,,,,,0,761,9,19,10569,9808,No Dogs,Unknown
Lost Wall Trail,0.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7043195/lost-wall-trail,34.6189,-112.428173,Prescott Valley,0.104712042,2,,,,,169,49,8,16,5229,5068,Leashed,Unknown
Back Yard,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/7011393/back-yard,32.772546,-114.487543,Yuma,0.103664921,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,178,143,3,10,357,292,Unknown,Unknown
Promenade Trail,0.4,INTERMEDIATE,https://www.mtbproject.com/trail/7020348/promenade-trail,33.629621,-111.778386,Fountain Hills,0.102617801,2,,,,,24,29,2,4,2531,2515,Unknown,Unknown
Bart,1.6,INTERMEDIATE,https://www.mtbproject.com/trail/7003799/bart,32.76611,-114.467035,Fortuna Foothills,0.101570681,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,7,242,3,7,462,219,Unknown,Unknown
Georges Lake Road #3,4.3,EASY,https://www.mtbproject.com/trail/7049093/georges-lake-road-3,33.853697,-109.149808,Eagar,0.10052356,2,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,545,494,5,14,8529,8012,Unknown,Allowed
Cholla Loop,1.8,INTERMEDIATE,https://www.mtbproject.com/trail/7035777/cholla-loop,35.613551,-114.241369,Dolan Springs,0.09947644,2,,,,,114,112,2,6,3725,3626,Leashed,Unknown
Rock Wall Trail,0.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7043194/rock-wall-trail,34.615218,-112.427077,Prescott Valley,0.098429319,2,,,,,3,151,4,9,5188,5040,Leashed,Unknown
FR 9707T,1.3,INTERMEDIATE,https://www.mtbproject.com/trail/7012612/fr-9707t,34.524649,-112.537911,Prescott,0.097382199,2,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,544,1,8,17,6774,6230,Leashed,Unknown
Jeep Road Exit,0.6,INTERMEDIATE,https://www.mtbproject.com/trail/7026001/jeep-road-exit,32.202809,-111.058216,Tucson Estates,0.096335079,2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,0,114,4,8,2828,2713,No Dogs,Unknown
Sinagua Loop,0.4,EASY,https://www.mtbproject.com/trail/921534/sinagua-loop,35.199334,-111.557382,Flagstaff,0.095287958,2,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,13,16,1,3,6868,6852,Unknown,Unknown
Sidewalk,0.9,INTERMEDIATE,https://www.mtbproject.com/trail/7011803/sidewalk,32.769049,-114.455608,Fortuna Foothills,0.094240838,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,189,1,4,13,624,435,Unknown,Unknown
Picnic Table,1.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7011688/picnic-table,32.793043,-114.481381,Yuma,0.093193717,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,186,93,4,14,495,319,Unknown,Unknown
F Road Cutoff,1.2,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057123/f-road-cutoff,32.403784,-112.9178,Ajo,0.092146597,2,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,24,17,1,2,1638,1622,Unknown,Unknown
Jeep Trail,0.8,EASY,https://www.mtbproject.com/trail/7035774/jeep-trail,35.609928,-114.242016,Dolan Springs,0.091099476,2,Mohave County - Parks and Rec,http://www.mcparks.com/,,,5,153,4,6,3796,3644,Leashed,Unknown
Beach,1.2,INTERMEDIATE,https://www.mtbproject.com/trail/7011780/beach,32.763066,-114.468005,Fortuna Foothills,0.090052356,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,0,217,3,8,396,179,Unknown,Unknown
Flynnagain,2.2,INTERMEDIATE,https://www.mtbproject.com/trail/7011775/flynnagain,32.751047,-114.483905,Yuma,0.089005236,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,271,22,3,9,435,180,Unknown,Unknown
Power Rd Trail 2,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/547471/power-rd-trail-2,33.502613,-111.683937,Fountain Hills,0.087958115,2,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,10,49,4,15,1520,1470,Unknown,Unknown
Mesquite Canyon Trail,0.2,EASY,https://www.mtbproject.com/trail/7020340/mesquite-canyon-trail,33.692921,-111.802551,Rio Verde,0.086910995,2,,,,,20,8,2,4,2852,2833,Unknown,Not Allowed
104th St. Trail,0.8,EASY,https://www.mtbproject.com/trail/7020334/104th-st-trail,33.640534,-111.856692,Fountain Hills,0.085863874,2,,,,,68,2,2,4,1760,1694,Unknown,Not Allowed
336A,2.3,EASY,https://www.mtbproject.com/trail/7035092/336a,31.884744,-111.019839,Green Valley,0.084816754,2,,,,,42,19,0,1,3112,3072,Leashed,Unknown
Pinedale,0.3,DIFFICULT,https://www.mtbproject.com/trail/7039548/pinedale,33.96835,-109.564802,Eagar,0.083769634,2,,,,,34,144,11,16,9560,9417,No Dogs,Unknown
340,1,EASY,https://www.mtbproject.com/trail/7035089/340,,,Green Valley,0.082722513,2,,,,,126,0,2,3,3177,3051,Leashed,Unknown
Heavenly Pass,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/7011825/heavenly-pass,32.791487,-114.488262,Yuma,0.081675393,2,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,44,98,9,17,375,278,Unknown,Unknown
Ranch Road,5.3,INTERMEDIATE,https://www.mtbproject.com/trail/7028022/ranch-road,33.029076,-111.0345,Kearny,0.080628272,2,,,,,283,75,1,8,3410,3202,Leashed,Unknown
Easy Out,0.6,DIFFICULT,https://www.mtbproject.com/trail/7039489/easy-out,33.96835,-109.564775,Eagar,0.079581152,2,,,,,17,236,7,12,9572,9351,No Dogs,Unknown
Park Road - Marker 13,0.2,INTERMEDIATE,https://www.mtbproject.com/trail/7035698/park-road-marker-13,32.234235,-111.022058,Flowing Wells,0.078534031,2,,,,,45,4,6,9,2472,2428,Leashed,Unknown
Soapberry Wash Trail,0.5,INTERMEDIATE,https://www.mtbproject.com/trail/7026514/soapberry-wash-trail,33.798078,-111.796855,Carefree,0.077486911,2,,,,,74,0,3,4,2816,2742,Leashed,Unknown
342,1,EASY,https://www.mtbproject.com/trail/7024562/342,,,Green Valley,0.076439791,2,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,Freeport-McMoran Mining Company,http://wdtrails.com/,8,15,0,3,3161,3147,Unknown,Unknown
Hillcrest Trail,0.2,EASY,https://www.mtbproject.com/trail/7050955/hillcrest-trail,34.536519,-112.457279,Prescott,0.07539267,2,,,,,81,0,10,21,5572,5491,Unknown,Unknown
Marker 25 - Access Road,0.3,INTERMEDIATE,https://www.mtbproject.com/trail/7035694/marker-25-access-road,32.229037,-111.026837,South Tucson,0.07434555,2,,,,,0,16,1,3,2463,2447,Leashed,Unknown
Side Step,1.2,EASY,https://www.mtbproject.com/trail/7024495/side-step,32.327794,-112.860559,Ajo,0.073298429,2,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,6,43,1,2,1858,1821,Leashed,Unknown
337B,0.3,EASY,https://www.mtbproject.com/trail/7035095/337b,31.874912,-111.016156,Green Valley,0.072251309,2,,,,,0,39,2,4,3095,3056,Leashed,Unknown
Marker 9 Connector,0,EASY,https://www.mtbproject.com/trail/7035699/marker-9-connector,32.233247,-111.022993,Flowing Wells,0.071204188,2,,,,,0,4,2,2,2437,2433,Leashed,Unknown
Marker 4 - Marker 26,0.1,INTERMEDIATE,https://www.mtbproject.com/trail/7035696/marker-4-marker-26,32.22808,-111.02664,South Tucson,0.070157068,2,,,,,1,5,1,4,2481,2476,Leashed,Unknown
Sikort Chuapo Xing #2,0.6,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057959/sikort-chuapo-xing-2,32.432759,-112.828445,Ajo,0.069109948,2,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,5,9,0,1,1480,1471,Unknown,Unknown
