trail_name,length,difficulty,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Brighton Lakes Trail,"1.9
    mi",EASY,https://www.mtbproject.com/trail/7030819/brighton-lakes-trail,"Alta, UT",#816,2.0 (1),,,,,309',599',9%,18%,"9,752'","9,299'",Unknown,Unknown
Silver Quinns,"2.3
    mi",EASY,https://www.mtbproject.com/trail/7001664/silver-quinns,"Park City, UT",#817,2.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,74',138',2%,5%,"6,745'","6,634'",Off-leash,Unknown
S Losee Canyon Road,"3.3
    mi",EASY,https://www.mtbproject.com/trail/7043225/s-losee-canyon-road,"Panguitch, UT",#818,2.0 (1),USFS Dixie National Forest - Powell Ranger District,https://www.fs.usda.gov/recarea/dixie/recarea/?recid=24932,,,268',169',3%,8%,"7,163'","6,951'",Unknown,Unknown
Hat Trick,"1.3
    mi",DIFFICULT,https://www.mtbproject.com/trail/7001697/hat-trick,"Park City, UT",#819,2.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,25',124',2%,4%,"6,787'","6,678'",Unknown,Unknown
Gad Valley/GAD II Trail,"2.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7026135/gad-valleygad-ii-trail,"Alta, UT",#820,2.0 (1),,,,,"1,340'",62',11%,25%,"9,961'","8,682'",No Dogs,Unknown
Creek Road,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7026141/creek-road,"Alta, UT",#821,2.0 (1),,,,,432',0',6%,14%,"8,204'","7,772'",No Dogs,Unknown
Bartlett Wash Road,"6.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7037054/bartlett-wash-road,"Moab, UT",#822,2.0 (1),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,722',91',2%,13%,"5,253'","4,622'",Leashed,Allowed
Camp Jackson Trail (016),"4.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7019048/camp-jackson-trail-016,"Blanding, UT",#823,2.0 (1),USFS - Manti-La Sal National Forest Office,http://www.fs.usda.gov/mantilasal,,,"1,267'",444',8%,30%,"9,217'","7,950'",Leashed,Not Allowed
Long Loop Trail,"0.8
    mi",DIFFICULT,https://www.mtbproject.com/trail/7048051/long-loop-trail,"Willard, UT",#824,2.0 (1),,,,,201',22',6%,14%,"6,290'","6,110'",Leashed,Not Allowed
Flying Monkey Access,"1.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7003639/flying-monkey-access,"Toquerville, UT",#825,2.0 (1),BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,,,0',140',3%,5%,"5,044'","4,904'",Unknown,Unknown
GWT Big Water to Guardsman Road #1900g6,"1.9
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7029292/gwt-big-water-to-guardsman-road-1900g6,"Alta, UT",#826,2.0 (1),,,,,0',"1,374'",13%,36%,"10,213'","8,839'",Unknown,Unknown
Hidden Canyon Rim Rd,"7.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7037056/hidden-canyon-rim-rd,"Moab, UT",#827,2.0 (1),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,326',802',3%,21%,"5,529'","4,805'",Leashed,Allowed
Chimney Park / Horse Flat Trail (010),"5.1
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7019049/chimney-park-horse-flat-trail-010,"Blanding, UT",#828,2.0 (1),,,,,"2,120'",60',8%,29%,"8,425'","6,364'",Leashed,Not Allowed
Middleton Powerline,"3.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7055497/middleton-powerline,"Saint George, UT",#829,2.0 (1),Red Cliffs Desert Reserve,http://www.redcliffsdesertreserve.com/,,,250',425',4%,14%,"3,379'","3,113'",Unknown,Unknown
Road 5113/0172,"3.7
    mi",EASY,https://www.mtbproject.com/trail/7019768/road-51130172,"Monticello, UT",#830,2.0 (1),USFS - Manti-La Sal National Forest Office,http://www.fs.usda.gov/mantilasal,,,922',599',8%,15%,"9,322'","8,400'",Leashed,Not Allowed
Rubble Hill (Behind The Rocks - Hwy 191 Connector),"0.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4600066/rubble-hill-behind-the-rocks-hwy-191-connector,"Moab, UT",#831,2.0 (1),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,334',2',8%,17%,"5,596'","5,262'",Unknown,Allowed
Sevier Bike Path,"11.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7055160/sevier-bike-path,"Monroe, UT",#832,2.0 (1),,,,,403',150',1%,4%,"5,580'","5,327'",Off-leash,Allowed
Gooseberry Trail (445),"3.2
    mi",EASY,https://www.mtbproject.com/trail/7019064/gooseberry-trail-445,"Monticello, UT",#833,2.0 (1),,,,,51',"1,146'",7%,28%,"8,575'","7,430'",Unknown,Unknown
Hodges Canyon Road,"3.2
    mi",DIFFICULT,https://www.mtbproject.com/trail/7011415/hodges-canyon-road,"Richmond, UT",#834,2.0 (1),,,,,39',757',5%,19%,"6,697'","5,980'",Unknown,Unknown
FS Road 30650A,"2.0
    mi",EASY,https://www.mtbproject.com/trail/7056661/fs-road-30650a,"Panguitch, UT",#835,2.0 (1),USFS Dixie National Forest - Powell Ranger District,https://www.fs.usda.gov/recarea/dixie/recarea/?recid=24932,,,31',104',1%,4%,"7,779'","7,681'",Unknown,Unknown
Fast Pitch,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7004171/fast-pitch,"Park City, UT",#836,2.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,15',136',2%,5%,"6,814'","6,693'",Leashed,Unknown
Sevenmile Rim-Cotter Mine Connector,"3.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7037076/sevenmile-rim-cotter-mine-connector,"Moab, UT",#837,2.0 (1),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,52',743',4%,18%,"5,281'","4,591'",Leashed,Allowed
Rothman Way,"1.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7026133/rothman-way,"Alta, UT",#838,2.0 (1),,,,,754',0',10%,27%,"9,027'","8,273'",No Dogs,Unknown
Ruby Rim A Loop 33072A,"1.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7056652/ruby-rim-a-loop-33072a,"Panguitch, UT",#839,2.0 (1),,,,,128',108',3%,13%,"7,845'","7,721'",Unknown,Unknown
Lower Village Trail,"1.0
    mi",EASY,https://www.mtbproject.com/trail/5912071/lower-village-trail,"Park City, UT",#840,2.0 (1),,,,,2',437',8%,14%,"7,051'","6,616'",Unknown,Unknown
Little Stick,"1.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5912848/little-stick,"Park City, UT",#841,2.0 (1),,,,,2',615',12%,25%,"8,060'","7,447'",Unknown,Unknown
College Connector,"1.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7003486/college-connector,"Heber, UT",#842,2.0 (1),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,479',0',6%,9%,"6,272'","5,793'",Unknown,Unknown
West Wagon Road Loop Trail,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7019146/west-wagon-road-loop-trail,"Monticello, UT",#843,2.0 (1),USFS - Manti-La Sal National Forest Office,http://www.fs.usda.gov/mantilasal,,,322',56',5%,14%,"8,604'","8,287'",Leashed,Not Allowed
Long Valley,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/230877/long-valley,"Moab, UT",#844,2.0 (1),Moab Trails Alliance,https://www.mtbproject.com/club/325553/moab-trails-alliance,State of Utah School and Institutional Trust Lands Administration,https://trustlands.utah.gov/,269',0',4%,10%,"4,696'","4,427'",Leashed,Allowed
Gap,"1.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5913133/gap,"Park City, UT",#845,2.0 (1),,,,,226',299',8%,21%,"7,610'","7,328'",Unknown,Unknown
Upper Village Trail,"0.8
    mi",DIFFICULT,https://www.mtbproject.com/trail/5912153/upper-village-trail,"Park City, UT",#846,2.0 (1),,,,,18',286',7%,13%,"7,338'","7,059'",Unknown,Unknown
Reservoir Canyon Trail (008),"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7020399/reservoir-canyon-trail-008,"Monticello, UT",#847,2.0 (1),,,,,989',0',11%,30%,"7,491'","6,502'",Leashed,Not Allowed
Gap Bypass,"0.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5913204/gap-bypass,"Park City, UT",#848,2.0 (1),,,,,52',6',3%,19%,"7,326'","7,280'",Unknown,Unknown
Red Ledges Access Trail (160),"0.8
    mi",EASY,https://www.mtbproject.com/trail/7019087/red-ledges-access-trail-160,"Monticello, UT",#849,2.0 (1),,,,,26',211',6%,14%,"9,136'","8,925'",Leashed,Not Allowed
Flat Iron Mesa 4x4 Jeep Road Alternate,"2.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7037097/flat-iron-mesa-4x4-jeep-road-alternate,"Moab, UT",#850,2.0 (1),,,,,423',0',3%,7%,"5,894'","5,471'",Unknown,Allowed
Forest Road 0170,"2.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/6108666/forest-road-0170,"Orangeville, UT",#851,2.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,USFS - Manti-La Sal National Forest Office,http://www.fs.usda.gov/mantilasal,206',41',2%,9%,"7,201'","7,017'",Unknown,Allowed
Forest Road 0005,"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/6107626/forest-road-0005,"Ephraim, UT",#852,2.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,USFS - Manti-La Sal National Forest Office,http://www.fs.usda.gov/mantilasal,288',223',5%,11%,"8,902'","8,638'",Unknown,Allowed
Mid Gap,"0.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5913220/mid-gap,"Park City, UT",#853,2.0 (1),,,,,110',32',4%,12%,"7,424'","7,327'",Unknown,Unknown
FS Rd 0354,"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7020596/fs-rd-0354,"Monticello, UT",#854,2.0 (1),USFS - Manti-La Sal National Forest,http://www.fs.usda.gov/main/mantilasal/home,,,653',0',7%,14%,"10,328'","9,676'",Leashed,Not Allowed
Flat Iron Mesa 4x4 Jeep Road Spur,"1.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7037105/flat-iron-mesa-4x4-jeep-road-spur,"Moab, UT",#855,2.0 (1),,,,,168',42',3%,9%,"5,884'","5,757'",Unknown,Allowed
Flat Iron Mesa 4x4 Jeep Road Spur,"2.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7037100/flat-iron-mesa-4x4-jeep-road-spur,"Moab, UT",#856,2.0 (1),,,,,54',70',1%,2%,"5,587'","5,530'",Unknown,Allowed
Flat Iron Mesa 4x4 Jeep Road Spur,"1.5
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7037102/flat-iron-mesa-4x4-jeep-road-spur,"Moab, UT",#857,2.0 (1),,,,,2',336',4%,9%,"5,550'","5,216'",Unknown,Allowed
Old Spanish Trail Cut-Off,"3.3
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057362/old-spanish-trail-cut-off,"Moab, UT",#858,2.0 (1),,,,,48',439',3%,10%,"5,546'","5,115'",Unknown,Allowed
Pipeline (Flat Iron Safari Route),"7.7
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057306/pipeline-flat-iron-safari-route,"Moab, UT",#859,2.0 (1),,,,,239',"1,114'",3%,35%,"6,075'","5,058'",Unknown,Allowed
Mineral Fork Trail,"5.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7026189/mineral-fork-trail,"Alta, UT",#860,1.8 (4),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,"3,455'",15',13%,53%,"10,178'","6,738'",No Dogs,Unknown
Black Brush,"3.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7036750/black-brush,"Santa Clara, UT",#861,1.7 (3),,,,,428',528',6%,19%,"3,306'","2,907'",,Unknown
BST: Farmington Canyon - Bella Vista,"1.8
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7047755/bst-farmington-canyon-bella-vista,"Farmington, UT",#862,1.7 (3),,,,,404',88',5%,16%,"4,846'","4,510'",Unknown,Unknown
Cotter Mine Road,"4.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7037069/cotter-mine-road,"Moab, UT",#863,1.5 (2),BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,,,322',265',2%,15%,"4,682'","4,448'",Leashed,Allowed
Jimmy Reed to Face Road (FSR #124),"5.2
    mi",EASY,https://www.mtbproject.com/trail/7030654/jimmy-reed-to-face-road-fsr-124,"Beaver, UT",#864,1.5 (2),USFS - Fishlake National Forest Office,http://www.fs.usda.gov/fishlake,,,"1,383'",219',6%,17%,"9,791'","8,418'",Unknown,Unknown
Copper Ridge Jeep Road,"3.4
    mi",DIFFICULT,https://www.mtbproject.com/trail/194852/copper-ridge-jeep-road,"Moab, UT",#865,1.0 (2),Moab Trails Alliance,https://www.mtbproject.com/club/325553/moab-trails-alliance,State of Utah School and Institutional Trust Lands Administration,https://trustlands.utah.gov/,217',125',2%,5%,"4,531'","4,361'",Leashed,Allowed
Big John-Marysvale Road (FSR #123),"16.8
    mi",DIFFICULT,https://www.mtbproject.com/trail/7029784/big-john-marysvale-road-fsr-123,"Beaver, UT",#866,1.0 (1),USFS - Fishlake National Forest Office,http://www.fs.usda.gov/fishlake,,,"3,091'","2,875'",7%,19%,"11,471'","8,637'",Unknown,Unknown
Copper Ridge 4x4,"2.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/183133/copper-ridge-4x4,"Moab, UT",#867,1.0 (1),Moab Trails Alliance,https://www.mtbproject.com/club/325553/moab-trails-alliance,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,22',105',1%,2%,"4,730'","4,629'",Leashed,Allowed
Fruit Heights Upper Terrace,"1.7
    mi",EASY,https://www.mtbproject.com/trail/7046513/fruit-heights-upper-terrace,"Fruit Heights, UT",#868,1.0 (1),,,,,333',263',7%,31%,"5,214'","4,899'",Unknown,Unknown
Red Mountain Hike-a-Bike,"0.4
    mi",EASY,https://www.mtbproject.com/trail/7002713/red-mountain-hike-a-bike,"Maeser, UT",#869,1.0 (1),USFS - Ashley National Forest Office,http://www.fs.usda.gov/ashley,,,402',16',20%,42%,"7,746'","7,345'",Unknown,Unknown
Drifter,"0.5
    mi",EASY,https://www.mtbproject.com/trail/3727274/drifter,"Park City, UT",#870,1.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,2',290',11%,21%,"8,704'","8,415'",Unknown,Unknown
Short temple fork (road 007) connection,"0.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7009091/short-temple-fork-road-007-connection,"Hyde Park, UT",#871,1.0 (1),,,,,153',0',7%,21%,"6,645'","6,491'",Unknown,Unknown
Fairway Hills Connector,"0.6
    mi",EASY,https://www.mtbproject.com/trail/7004228/fairway-hills-connector,"Park City, UT",#872,1.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,0',104',3%,5%,"6,813'","6,709'",Leashed,Unknown
Green Pond Trail,"2.8
    mi",EASY,https://www.mtbproject.com/trail/7049351/green-pond-trail,"South Ogden, UT",#873,,,,,,19',616',4%,11%,"6,930'","6,329'",Unknown,Unknown
White Rim Road,"74.4
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7051126/white-rim-road,"Moab, UT",#874,,,,,,"4,223'","4,678'",2%,50%,"5,274'","3,946'",No Dogs,Unknown
Moose Loop,"1.1
    mi",DIFFICULT,https://www.mtbproject.com/trail/7049334/moose-loop,"Ogden, UT",#875,,,,,,180',173',6%,13%,"6,411'","6,240'",Unknown,Unknown
Zion Curtain Access Trail,"5.1
    mi",EASY,https://www.mtbproject.com/trail/7043005/zion-curtain-access-trail,"Loma, CO",#876,,,,,,389',392',3%,9%,"4,971'","4,579'",Unknown,Unknown
Gates Lane,"1.6
    mi",EASY,https://www.mtbproject.com/trail/7036700/gates-lane,"Santa Clara, UT",#877,,,,,,381',8',5%,15%,"3,138'","2,761'",Unknown,Unknown
Cutler Ridge Trail,"3.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7049304/cutler-ridge-trail,"Liberty, UT",#878,,,,,,"2,138'",10',14%,29%,"8,181'","6,043'",Unknown,Unknown
Last Chance Trail,"2.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7049350/last-chance-trail,"South Ogden, UT",#879,,,,,,83',461',4%,15%,"7,236'","6,838'",Unknown,Unknown
Forest Service Rd 082,"14.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7034074/forest-service-rd-082,"Heber, UT",#880,,,,,,"1,586'","1,708'",4%,13%,"9,231'","7,660'",,Unknown
Trail Yeah!,"3.2
    mi",EASY,https://www.mtbproject.com/trail/7049288/trail-yeah,"Wolf Creek, UT",#881,,,,,,354',352',4%,20%,"8,626'","8,288'",Unknown,Unknown
Sydney Peaks Trail,"2.7
    mi",EASY,https://www.mtbproject.com/trail/7001777/sydney-peaks-trail,"Parowan, UT",#882,,,,,,125',510',4%,13%,"10,911'","10,491'",Unknown,Unknown
Trail,"1.1
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7021851/trail,"Kamas, UT",#883,,,,,,370',0',7%,24%,"7,370'","7,000'",Off-leash,Unknown
Maples/Upper Wheeler Creek,"0.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7003198/maplesupper-wheeler-creek,"Ogden, UT",#884,,,,,,186',19',4%,21%,"6,416'","6,231'",Unknown,Unknown
Snowbasin Trail,"1.5
    mi",EASY,https://www.mtbproject.com/trail/7049352/snowbasin-trail,"Ogden, UT",#885,,,,,,92',204',4%,10%,"6,708'","6,530'",Unknown,Unknown
Left Fork Currant Creek Trail,"4.2
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7034071/left-fork-currant-creek-trail,"Heber, UT",#886,,,,,,0',"1,188'",5%,8%,"9,397'","8,209'",Unknown,Unknown
Britton's Ribbon,"2.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7049280/brittons-ribbon,"Wolf Creek, UT",#887,,,,,,74',641',7%,17%,"8,852'","8,285'",Unknown,Unknown
Copper Ridge Jeep Route,"3.6
    mi",EASY,https://www.mtbproject.com/trail/7053010/copper-ridge-jeep-route,"Moab, UT",#888,,,,,,123',137',1%,10%,"4,797'","4,667'",Unknown,Unknown
Forest Service Road 083,"10.8
    mi",EASY,https://www.mtbproject.com/trail/7034075/forest-service-road-083,"Heber, UT",#889,,,,,,"1,335'","1,016'",4%,11%,"9,975'","8,743'",,Unknown
Hidden Hollow Doubletrack,"2.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015734/hidden-hollow-doubletrack,"Eagle Mountain, UT",#890,,,,,,246',242',4%,12%,"5,440'","5,197'",Unknown,Unknown
Bonneville Shoreline - Harvey,"1.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7046514/bonneville-shoreline-harvey,"Fruit Heights, UT",#891,,,,,,167',24',3%,16%,"4,988'","4,835'",Unknown,Unknown
Rainbow Terrace Loop,"3.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7053012/rainbow-terrace-loop,"Moab, UT",#892,,,,,,350',0',2%,6%,"4,761'","4,411'",Unknown,Unknown
Sheep Bones,"1.1
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7015311/sheep-bones,"Heber, UT",#893,,,,,,220',1',4%,12%,"6,170'","5,950'",Unknown,Unknown
Poison Spider - Portal Connector,"0.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7036701/poison-spider-portal-connector,"Moab, UT",#894,,,,,,250',2',8%,15%,"5,036'","4,786'",Leashed,Unknown
Hidden Hollow Doubletrack,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015735/hidden-hollow-doubletrack,"Eagle Mountain, UT",#895,,,,,,251',4',4%,6%,"5,243'","4,997'",Unknown,Unknown
Goldbar/Portal Route,"0.5
    mi",EASY,https://www.mtbproject.com/trail/7055504/goldbarportal-route,"Moab, UT",#896,,,,,,50',62',4%,11%,"4,642'","4,580'",Unknown,Unknown
Pioneer Trail,"3.0
    mi",EASY,https://www.mtbproject.com/trail/7029277/pioneer-trail,"Ephraim, UT",#897,,,,,,"1,328'",1',8%,18%,"8,403'","7,076'",,Unknown
Hidden Hollow Doubletrack,"2.3
    mi",EASY,https://www.mtbproject.com/trail/7015736/hidden-hollow-doubletrack,"Eagle Mountain, UT",#898,,,,,,100',329',4%,10%,"5,429'","5,099'",Unknown,Unknown
Green Banana Purple Bandana,"0.7
    mi",DIFFICULT,https://www.mtbproject.com/trail/7049278/green-banana-purple-bandana,"Wolf Creek, UT",#899,,,,,,22',154',5%,10%,"8,823'","8,669'",Unknown,Unknown
Squirrel,"0.6
    mi",EASY,https://www.mtbproject.com/trail/7049326/squirrel,"Ogden, UT",#900,,,,,,34',257',9%,17%,"6,587'","6,364'",Unknown,Unknown
Doe Canyon,"2.0
    mi",EASY,https://www.mtbproject.com/trail/218101/doe-canyon,"Moab, UT",#901,,USFS - Manti-La Sal National Forest,http://www.fs.usda.gov/main/mantilasal/home,,,69',"1,204'",12%,22%,"9,528'","8,330'",Leashed,Not Allowed
Picnic,"0.9
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7049287/picnic,"Wolf Creek, UT",#902,,,,,,123',80',4%,18%,"8,641'","8,528'",Unknown,Unknown
Chisholm Alternate,"0.6
    mi",EASY,https://www.mtbproject.com/trail/7053013/chisholm-alternate,"Moab, UT",#903,,,,,,58',3',2%,4%,"5,853'","5,795'",Unknown,Unknown
The Cinch,"0.3
    mi",EASY,https://www.mtbproject.com/trail/7049307/the-cinch,"Liberty, UT",#904,,,,,,75',6',5%,9%,"5,757'","5,681'",Unknown,Unknown
Ant Knolls Ridge,"1.1
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7030820/ant-knolls-ridge,"Alta, UT",#905,,,,,,429',359',13%,26%,"9,837'","9,408'",,Unknown
Upper Wheeler Creek Trail,"0.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7049359/upper-wheeler-creek-trail,"Ogden, UT",#906,,,,,,19',159',7%,17%,"6,083'","5,927'",Unknown,Unknown
Diamond Trail,"1.5
    mi",EASY,https://www.mtbproject.com/trail/7049346/diamond-trail,"South Ogden, UT",#907,,,,,,29',486',7%,16%,"8,328'","7,870'",Unknown,Unknown
Poison Spider - Golden Spike Connector,"0.3
    mi",EASY,https://www.mtbproject.com/trail/7036706/poison-spider-golden-spike-connector,"Moab, UT",#908,,,,,,4',68',4%,9%,"4,760'","4,693'",Leashed,Unknown
Instep Trail,"0.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7025690/instep-trail,"Moab, UT",#909,,,,,,75',159',5%,10%,"4,969'","4,884'",Leashed,Not Allowed
Middle Bowl Trail,"1.0
    mi",EASY,https://www.mtbproject.com/trail/7049342/middle-bowl-trail,"South Ogden, UT",#910,,,,,,81',198',5%,12%,"8,157'","8,008'",Unknown,Unknown
Sunshine Trail,"0.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7049341/sunshine-trail,"South Ogden, UT",#911,,,,,,59',154',9%,22%,"7,185'","7,033'",Unknown,Unknown
Panorama Trail,"0.4
    mi",EASY,https://www.mtbproject.com/trail/7048934/panorama-trail,"Escalante, UT",#912,,,,,,79',1',4%,12%,"5,929'","5,851'",Unknown,Unknown
Crystal Geyser Jeep Route,"3.1
    mi",EASY,https://www.mtbproject.com/trail/7053011/crystal-geyser-jeep-route,"Moab, UT",#913,,,,,,430',40',3%,11%,"5,161'","4,765'",Unknown,Unknown
