trail_name,length,difficulty,longitude,latitude,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Shake Spring Trail,"4.5
    mi",DIFFICULT,32.591825,-109.851149,https://www.mtbproject.com/trail/7000935/shake-spring-trail,"Swift Trail Junction, AZ",#850,2.0 (1),,,,,"3,098'",4',13%,33%,"8,805'","5,711'",Unknown,Unknown
Parking Lot Trail,"1.0
    mi",EASY,33.389872,-111.424342,https://www.mtbproject.com/trail/7025310/parking-lot-trail,"Apache Junction, AZ",#851,2.0 (1),AZ State Land Department,http://www.azland.gov/,,,0',119',2%,4%,"2,084'","1,965'",Unknown,Unknown
Bismark Lake Trail,"0.8
    mi",EASY,35.363202,-111.734548,https://www.mtbproject.com/trail/940180/bismark-lake-trail,"Flagstaff, AZ",#852,2.0 (1),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,196',0',4%,10%,"8,792'","8,596'",Unknown,Unknown
Darby Well Road,"2.0
    mi",EASY,32.339301,-112.849465,https://www.mtbproject.com/trail/7025525/darby-well-road,"Ajo, AZ",#853,2.0 (1),BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,3',91',1%,1%,"1,805'","1,717'",Off-leash,Unknown
Collar Bone,"1.8
    mi",INTERMEDIATE,33.95517,-109.558954,https://www.mtbproject.com/trail/7039477/collar-bone,"Eagar, AZ",#854,2.0 (1),,,,,0',858',9%,12%,"10,655'","9,798'",No Dogs,Unknown
Fungus Trail,"1.6
    mi",DIFFICULT,33.956012,-109.560625,https://www.mtbproject.com/trail/7039481/fungus-trail,"Eagar, AZ",#855,2.0 (1),,,,,0',761',9%,19%,"10,569'","9,808'",No Dogs,Unknown
Lost Wall Trail,"0.5
    mi",INTERMEDIATE/DIFFICULT,34.6189,-112.428173,https://www.mtbproject.com/trail/7043195/lost-wall-trail,"Prescott Valley, AZ",#856,2.0 (1),,,,,169',49',8%,16%,"5,229'","5,068'",Leashed,Unknown
Back Yard,"2.1
    mi",INTERMEDIATE,32.772546,-114.487543,https://www.mtbproject.com/trail/7011393/back-yard,"Yuma, AZ",#857,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,178',143',3%,10%,357',292',Unknown,Unknown
Promenade Trail,"0.4
    mi",INTERMEDIATE,33.629621,-111.778386,https://www.mtbproject.com/trail/7020348/promenade-trail,"Fountain Hills, AZ",#858,2.0 (1),,,,,24',29',2%,4%,"2,531'","2,515'",Unknown,Unknown
Bart,"1.6
    mi",INTERMEDIATE,32.76611,-114.467035,https://www.mtbproject.com/trail/7003799/bart,"Fortuna Foothills, AZ",#859,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,7',242',3%,7%,462',219',Unknown,Unknown
Georges Lake Road #3,"4.3
    mi",EASY,33.853697,-109.149808,https://www.mtbproject.com/trail/7049093/georges-lake-road-3,"Eagar, AZ",#860,2.0 (1),USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,545',494',5%,14%,"8,529'","8,012'",Unknown,Allowed
Cholla Loop,"1.8
    mi",INTERMEDIATE,35.613551,-114.241369,https://www.mtbproject.com/trail/7035777/cholla-loop,"Dolan Springs, AZ",#861,2.0 (1),,,,,114',112',2%,6%,"3,725'","3,626'",Leashed,Unknown
Rock Wall Trail,"0.8
    mi",INTERMEDIATE/DIFFICULT,34.615218,-112.427077,https://www.mtbproject.com/trail/7043194/rock-wall-trail,"Prescott Valley, AZ",#862,2.0 (1),,,,,3',151',4%,9%,"5,188'","5,040'",Leashed,Unknown
FR 9707T,"1.3
    mi",INTERMEDIATE,34.524649,-112.537911,https://www.mtbproject.com/trail/7012612/fr-9707t,"Prescott, AZ",#863,2.0 (1),USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,,,544',1',8%,17%,"6,774'","6,230'",Leashed,Unknown
Jeep Road Exit,"0.6
    mi",INTERMEDIATE,32.202809,-111.058216,https://www.mtbproject.com/trail/7026001/jeep-road-exit,"Tucson Estates, AZ",#864,2.0 (1),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,0',114',4%,8%,"2,828'","2,713'",No Dogs,Unknown
Sinagua Loop,"0.4
    mi",EASY,35.199334,-111.557382,https://www.mtbproject.com/trail/921534/sinagua-loop,"Flagstaff, AZ",#865,2.0 (1),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,13',16',1%,3%,"6,868'","6,852'",Unknown,Unknown
Sidewalk,"0.9
    mi",INTERMEDIATE,32.769049,-114.455608,https://www.mtbproject.com/trail/7011803/sidewalk,"Fortuna Foothills, AZ",#866,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,189',1',4%,13%,624',435',Unknown,Unknown
Picnic Table,"1.2
    mi",INTERMEDIATE/DIFFICULT,32.793043,-114.481381,https://www.mtbproject.com/trail/7011688/picnic-table,"Yuma, AZ",#867,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,186',93',4%,14%,495',319',Unknown,Unknown
F Road Cutoff,"1.2
    mi",EASY/INTERMEDIATE,32.403784,-112.9178,https://www.mtbproject.com/trail/7057123/f-road-cutoff,"Ajo, AZ",#868,2.0 (1),BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,24',17',1%,2%,"1,638'","1,622'",Unknown,Unknown
Jeep Trail,"0.8
    mi",EASY,35.609928,-114.242016,https://www.mtbproject.com/trail/7035774/jeep-trail,"Dolan Springs, AZ",#869,2.0 (1),Mohave County - Parks and Rec,http://www.mcparks.com/,,,5',153',4%,6%,"3,796'","3,644'",Leashed,Unknown
Beach,"1.2
    mi",INTERMEDIATE,32.763066,-114.468005,https://www.mtbproject.com/trail/7011780/beach,"Fortuna Foothills, AZ",#870,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,0',217',3%,8%,396',179',Unknown,Unknown
Flynnagain,"2.2
    mi",INTERMEDIATE,32.751047,-114.483905,https://www.mtbproject.com/trail/7011775/flynnagain,"Yuma, AZ",#871,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,271',22',3%,9%,435',180',Unknown,Unknown
Power Rd Trail 2,"0.3
    mi",INTERMEDIATE,33.502613,-111.683937,https://www.mtbproject.com/trail/547471/power-rd-trail-2,"Fountain Hills, AZ",#872,2.0 (1),USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,10',49',4%,15%,"1,520'","1,470'",Unknown,Unknown
Mesquite Canyon Trail,"0.2
    mi",EASY,33.692921,-111.802551,https://www.mtbproject.com/trail/7020340/mesquite-canyon-trail,"Rio Verde, AZ",#873,2.0 (1),,,,,20',8',2%,4%,"2,852'","2,833'",Unknown,Not Allowed
104th St. Trail,"0.8
    mi",EASY,33.640534,-111.856692,https://www.mtbproject.com/trail/7020334/104th-st-trail,"Fountain Hills, AZ",#874,2.0 (1),,,,,68',2',2%,4%,"1,760'","1,694'",Unknown,Not Allowed
336A,"2.3
    mi",EASY,31.884744,-111.019839,https://www.mtbproject.com/trail/7035092/336a,"Green Valley, AZ",#875,2.0 (1),,,,,42',19',0%,1%,"3,112'","3,072'",Leashed,Unknown
Pinedale,"0.3
    mi",DIFFICULT,33.96835,-109.564802,https://www.mtbproject.com/trail/7039548/pinedale,"Eagar, AZ",#876,2.0 (1),,,,,34',144',11%,16%,"9,560'","9,417'",No Dogs,Unknown
340,"1.0
    mi",EASY,#N/A,#N/A,https://www.mtbproject.com/trail/7035089/340,"Green Valley, AZ",#877,2.0 (1),,,,,126',0',2%,3%,"3,177'","3,051'",Leashed,Unknown
Heavenly Pass,"0.3
    mi",INTERMEDIATE,32.791487,-114.488262,https://www.mtbproject.com/trail/7011825/heavenly-pass,"Yuma, AZ",#878,2.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,44',98',9%,17%,375',278',Unknown,Unknown
Ranch Road,"5.3
    mi",INTERMEDIATE,33.029076,-111.0345,https://www.mtbproject.com/trail/7028022/ranch-road,"Kearny, AZ",#879,2.0 (1),,,,,283',75',1%,8%,"3,410'","3,202'",Leashed,Unknown
Easy Out,"0.6
    mi",DIFFICULT,33.96835,-109.564775,https://www.mtbproject.com/trail/7039489/easy-out,"Eagar, AZ",#880,2.0 (1),,,,,17',236',7%,12%,"9,572'","9,351'",No Dogs,Unknown
Park Road - Marker 13,"0.2
    mi",INTERMEDIATE,32.234235,-111.022058,https://www.mtbproject.com/trail/7035698/park-road-marker-13,"Flowing Wells, AZ",#881,2.0 (1),,,,,45',4',6%,9%,"2,472'","2,428'",Leashed,Unknown
Soapberry Wash Trail,"0.5
    mi",INTERMEDIATE,33.798078,-111.796855,https://www.mtbproject.com/trail/7026514/soapberry-wash-trail,"Carefree, AZ",#882,2.0 (1),,,,,74',0',3%,4%,"2,816'","2,742'",Leashed,Unknown
342,"1.0
    mi",EASY,#N/A,#N/A,https://www.mtbproject.com/trail/7024562/342,"Green Valley, AZ",#883,2.0 (1),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,Freeport-McMoran Mining Company,http://wdtrails.com/,8',15',0%,3%,"3,161'","3,147'",Unknown,Unknown
Hillcrest Trail,"0.2
    mi",EASY,34.536519,-112.457279,https://www.mtbproject.com/trail/7050955/hillcrest-trail,"Prescott, AZ",#884,2.0 (1),,,,,81',0',10%,21%,"5,572'","5,491'",Unknown,Unknown
Marker 25 - Access Road,"0.3
    mi",INTERMEDIATE,32.229037,-111.026837,https://www.mtbproject.com/trail/7035694/marker-25-access-road,"South Tucson, AZ",#885,2.0 (1),,,,,0',16',1%,3%,"2,463'","2,447'",Leashed,Unknown
Side Step,"1.2
    mi",EASY,32.327794,-112.860559,https://www.mtbproject.com/trail/7024495/side-step,"Ajo, AZ",#886,2.0 (1),BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,,,6',43',1%,2%,"1,858'","1,821'",Leashed,Unknown
337B,"0.3
    mi",EASY,31.874912,-111.016156,https://www.mtbproject.com/trail/7035095/337b,"Green Valley, AZ",#887,2.0 (1),,,,,0',39',2%,4%,"3,095'","3,056'",Leashed,Unknown
Marker 9 Connector,"0.0
    mi",EASY,32.233247,-111.022993,https://www.mtbproject.com/trail/7035699/marker-9-connector,"Flowing Wells, AZ",#888,2.0 (1),,,,,0',4',2%,2%,"2,437'","2,433'",Leashed,Unknown
Marker 4 - Marker 26,"0.1
    mi",INTERMEDIATE,32.22808,-111.02664,https://www.mtbproject.com/trail/7035696/marker-4-marker-26,"South Tucson, AZ",#889,2.0 (1),,,,,1',5',1%,4%,"2,481'","2,476'",Leashed,Unknown
Sikort Chuapo Xing #2,"0.6
    mi",INTERMEDIATE/DIFFICULT,32.432759,-112.828445,https://www.mtbproject.com/trail/7057959/sikort-chuapo-xing-2,"Ajo, AZ",#890,2.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,5',9',0%,1%,"1,480'","1,471'",Unknown,Unknown
Rogue 1,"1.7
    mi",EASY/INTERMEDIATE,32.429787,-112.900759,https://www.mtbproject.com/trail/7057867/rogue-1,"Ajo, AZ",#891,2.0 (1),,,,,38',37',1%,2%,"1,553'","1,515'",Unknown,Unknown
The Death Star Trench,"1.3
    mi",INTERMEDIATE/DIFFICULT,32.4305,-112.901954,https://www.mtbproject.com/trail/7057857/the-death-star-trench,"Ajo, AZ",#892,2.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,0',59',1%,1%,"1,509'","1,450'",Unknown,Unknown
Salvadora Slither,"0.4
    mi",EASY/INTERMEDIATE,32.349653,-112.894255,https://www.mtbproject.com/trail/7057661/salvadora-slither,"Ajo, AZ",#893,2.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,7',58',3%,5%,"2,027'","1,969'",Unknown,Unknown
Rosedale Access,"0.4
    mi",EASY/INTERMEDIATE,32.389031,-112.882451,https://www.mtbproject.com/trail/7057656/rosedale-access,"Ajo, AZ",#894,2.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,13',17',2%,4%,"1,775'","1,759'",Unknown,Unknown
Sikort Chuapo Xing,"1.1
    mi",INTERMEDIATE,32.434799,-112.82645,https://www.mtbproject.com/trail/7057626/sikort-chuapo-xing,"Ajo, AZ",#895,2.0 (1),,,,,15',8',0%,1%,"1,484'","1,473'",Unknown,Unknown
Rasmussen to West Hayworth,"2.8
    mi",EASY/INTERMEDIATE,32.389054,-112.882424,https://www.mtbproject.com/trail/7057612/rasmussen-to-west-hayworth,"Ajo, AZ",#896,2.0 (1),,,,,0',231',2%,4%,"1,761'","1,530'",Unknown,Unknown
No Fees,"2.3
    mi",EASY/INTERMEDIATE,32.400742,-112.895468,https://www.mtbproject.com/trail/7057604/no-fees,"Ajo, AZ",#897,2.0 (1),,,,,8',90',1%,2%,"1,657'","1,575'",Unknown,Unknown
West Hayworth,"1.3
    mi",EASY/INTERMEDIATE,32.425442,-112.876945,https://www.mtbproject.com/trail/7057603/west-hayworth,"Ajo, AZ",#898,2.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,3',17',0%,1%,"1,529'","1,514'",Unknown,Unknown
Camerons Tank,"2.7
    mi",INTERMEDIATE,32.283081,-112.911323,https://www.mtbproject.com/trail/7057595/camerons-tank,"Ajo, AZ",#899,2.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,11',56',0%,3%,"1,714'","1,663'",Unknown,Unknown
BLM 8106,"4.0
    mi",INTERMEDIATE/DIFFICULT,32.458413,-112.816192,https://www.mtbproject.com/trail/7057528/blm-8106,"Ajo, AZ",#900,2.0 (1),,,,,94',208',1%,5%,"1,535'","1,331'",Unknown,Unknown
Turley Trail,"2.7
    mi",DIFFICULT,34.542225,-112.438243,https://www.mtbproject.com/trail/7011225/turley-trail,"Prescott, AZ",#901,1.7 (3),"City of Prescott, AZ - Recreation Services",http://cityofprescott.net/services/parks/,,,544',272',6%,18%,"5,923'","5,613'",Leashed,Unknown
Flume Trail,"2.4
    mi",INTERMEDIATE/DIFFICULT,33.811365,-111.995509,https://www.mtbproject.com/trail/7022463/flume-trail,"Cave Creek, AZ",#902,1.7 (3),Maricopa County Parks,http://www.maricopa.gov/parks/,,,188',14',2%,6%,"2,100'","1,925'",Unknown,Allowed
Lower Wild Burro,"2.8
    mi",DIFFICULT,32.475458,-111.091022,https://www.mtbproject.com/trail/7022354/lower-wild-burro,"Tortolita, AZ",#903,1.5 (6),Town of Marana Parks and Recreation,http://www.marana.com/,,,741',25',5%,29%,"3,518'","2,796'",Unknown,Unknown
Two Fence Trail,"0.7
    mi",INTERMEDIATE/DIFFICULT,34.881735,-111.831216,https://www.mtbproject.com/trail/4943312/two-fence-trail,"West Sedona, AZ",#904,1.7 (3),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,152',0',4%,9%,"4,585'","4,432'",Unknown,Unknown
Flume Connector,"1.9
    mi",INTERMEDIATE/DIFFICULT,34.203649,-109.93295,https://www.mtbproject.com/trail/4061480/flume-connector,"Pinetop-Lakeside, AZ",#905,1.5 (2),Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,163',171',3%,18%,"7,170'","7,006'",Unknown,Unknown
Windmill Loop,"2.9
    mi",DIFFICULT,32.62481,-110.717574,https://www.mtbproject.com/trail/4853430/windmill-loop,"Oracle, AZ",#906,1.5 (2),,,,,348',232',4%,17%,"4,088'","3,746'",Unknown,Unknown
Marker 2 - Marker 15,"0.1
    mi",EASY/INTERMEDIATE,32.227099,-111.028257,https://www.mtbproject.com/trail/7035756/marker-2-marker-15,"South Tucson, AZ",#907,1.5 (2),,,,,4',24',4%,6%,"2,502'","2,478'",Leashed,Unknown
Gasline,"4.6
    mi",INTERMEDIATE,32.688022,-110.89783,https://www.mtbproject.com/trail/7024817/gasline,"Oracle, AZ",#908,1.3 (3),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,AZ State Land Department,http://www.azland.gov/,118',229',1%,4%,"3,825'","3,672'",Off-leash,Unknown
136th Street Spur,"1.6
    mi",DIFFICULT,33.594759,-111.786956,https://www.mtbproject.com/trail/7020351/136th-street-spur,"Fountain Hills, AZ",#909,1.3 (4),,,,,758',0',9%,37%,"2,528'","1,770'",Leashed,Not Allowed
Road Less Traveled,"1.0
    mi",INTERMEDIATE,35.32224,-111.721792,https://www.mtbproject.com/trail/5499671/road-less-traveled,"Flagstaff, AZ",#910,1.0 (1),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,0',348',7%,9%,"8,796'","8,448'",Unknown,Unknown
AZT: Segment 13 - North Kaibab to Jacob Lake,"49.4
    mi",INTERMEDIATE,36.217229,-112.056855,https://www.mtbproject.com/trail/7025885/azt-segment-13-north-kaibab-to-jacob-lake,"Grand Canyon, AZ",#911,,,,,,"3,335'","4,015'",3%,33%,"9,135'","7,535'",Unknown,Unknown
AZT: Segment 10 - Roosevelt to Payson,"51.2
    mi",INTERMEDIATE,33.67232,-111.152934,https://www.mtbproject.com/trail/7025882/azt-segment-10-roosevelt-to-payson,"Tonto Basin, AZ",#912,,,,,,"4,136'","1,376'",2%,11%,"4,995'","2,143'",Unknown,Unknown
"AZT: Segment 2 - Santa Rita Mountains, Kentucky Camp","40.4
    mi",INTERMEDIATE,31.528134,-110.711412,https://www.mtbproject.com/trail/7025874/azt-segment-2-santa-rita-mountains-kentucky-camp,"Rio Rico, AZ",#913,,,,,,"3,233'","2,236'",3%,16%,"5,845'","4,062'",Unknown,Unknown
Tunnel Springs Trail,"2.4
    mi",EASY,35.193917,-111.679688,https://www.mtbproject.com/trail/7053210/tunnel-springs-trail,"Flagstaff, AZ",#914,,,,,,392',33',3%,13%,"7,406'","7,023'",Leashed,Unknown
Round The Mountain Trail #302,"14.0
    mi",DIFFICULT,32.663622,-109.800574,https://www.mtbproject.com/trail/7050465/round-the-mountain-trail-302,"Swift Trail Junction, AZ",#915,,,,,,"6,382'","3,149'",13%,44%,"8,806'","5,498'",Unknown,Unknown
AZT - Passage 9 - Rincon Mountains,"2.6
    mi",DIFFICULT,32.260385,-110.546571,https://www.mtbproject.com/trail/7012195/azt-passage-9-rincon-mountains,"Tanque Verde, AZ",#916,,,,,,4',"1,028'",8%,24%,"5,014'","3,986'",Unknown,Unknown
San Pedro Trail,"6.3
    mi",INTERMEDIATE,31.629076,-110.173635,https://www.mtbproject.com/trail/7052524/san-pedro-trail,"Huachuca City, AZ",#917,,,,,,293',400',2%,18%,"4,161'","3,881'",Unknown,Unknown
Ruidoso,"1.4
    mi",EASY,33.446062,-111.580819,https://www.mtbproject.com/trail/4367313/ruidoso,"Apache Junction, AZ",#918,,Maricopa County Parks,http://www.maricopa.gov/parks/,,,72',23',1%,3%,"1,782'","1,711'",Unknown,Allowed
Ant Hill Loop Trail #666,"0.6
    mi",EASY/INTERMEDIATE,34.884425,-111.776248,https://www.mtbproject.com/trail/7046430/ant-hill-loop-trail-666,"Sedona, AZ",#919,,,,,,32',36',2%,10%,"4,581'","4,553'",Unknown,Unknown
Powerline Road,"2.5
    mi",EASY,32.474549,-110.960434,https://www.mtbproject.com/trail/7027273/powerline-road,"New River, AZ",#920,,,,,,148',181',3%,5%,"2,215'","2,090'",Unknown,Unknown
Noon Creek Ridge Trail #318,"3.8
    mi",DIFFICULT,32.664196,-109.802514,https://www.mtbproject.com/trail/7050466/noon-creek-ridge-trail-318,"Swift Trail Junction, AZ",#921,,,,,,"2,492'",11',12%,45%,"8,118'","5,637'",Unknown,Unknown
Forest Road 4085,"4.7
    mi",EASY,31.738428,-110.732109,https://www.mtbproject.com/trail/7031392/forest-road-4085,"Corona de Tucson, AZ",#922,,,,,,518',206',3%,16%,"5,470'","5,035'",,Unknown
North Old Fairbank Road,"2.6
    mi",EASY,31.696216,-110.179133,https://www.mtbproject.com/trail/7052525/north-old-fairbank-road,"Tombstone, AZ",#923,,,,,,17',35',0%,1%,"3,889'","3,864'",Unknown,Unknown
Forest Road 4084,"3.5
    mi",EASY/INTERMEDIATE,31.714971,-110.764386,https://www.mtbproject.com/trail/7031391/forest-road-4084,"Corona de Tucson, AZ",#924,,,,,,768',265',6%,17%,"5,875'","5,283'",,Unknown
North Trail,"0.6
    mi",EASY,33.719226,-111.696478,https://www.mtbproject.com/trail/7050921/north-trail,"Tucson Estates, AZ",#925,,,,,,18',2',1%,1%,"2,469'","2,452'",Unknown,Unknown
Upper Gidro Trail,"0.4
    mi",INTERMEDIATE/DIFFICULT,33.50498,-111.644016,https://www.mtbproject.com/trail/7057116/upper-gidro-trail,"Fountain Hills, AZ",#926,,,,,,14',140',8%,20%,"2,608'","2,482'",Unknown,Unknown
Feldspar Trail,"0.8
    mi",EASY,33.689206,-111.805371,https://www.mtbproject.com/trail/7020341/feldspar-trail,"Rio Verde, AZ",#927,,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,1',227',6%,10%,"2,963'","2,737'",Leashed,Not Allowed
PMBA Trail,"0.2
    mi",EASY,34.616911,-112.42661,https://www.mtbproject.com/trail/7043190/pmba-trail,"Prescott Valley, AZ",#928,,,,,,16',8',3%,6%,"5,117'","5,100'",Leashed,Unknown
